"city","state","total_orders","total_sales"
"coite do noia","AL","5","449.5"
"espigao","SP","12","449.34"
"poço verde","SE","4","447.8"
"santo antônio do leste","MT","3","447"
"passa tres","RJ","14","446.94999999999993"
"corumbataí","SP","18","446.31"
"general câmara","RS","5","445"
"jacutinga","RS","9","444.51"
"manfrinopolis","PR","4","444"
"cristopolis","BA","14","443.86999999999995"
"goianá","MG","15","443.5"
"limeira do oeste mg","MG","3","441.69999999999993"
"grão pará","SC","6","441.6"
"wenceslau guimarães","BA","4","440"
"novo cabrais","RS","8","440"
"nova canaã paulista","SP","8","439.56000000000006"
"pouso novo","RS","8","439.2"
"sertao santana","RS","21","438.89999999999986"
"são josé da coroa grande","PE","4","437.8"
"ubai","MG","10","435"
"aruanã","GO","6","434.40000000000003"
"joão alfredo","PE","6","430.98"
"boa esperanca do iguacu","PR","12","430.79999999999995"
"vitoria do jari","AP","5","429.75"
"arembepe","BA","3","429.69999999999993"
"muquem do sao francisco","BA","14","429.23999999999995"
"sa£o paulo","SP","8","429.17999999999995"
"santa maria do pará","PA","8","427.96000000000004"
"agua comprida","MG","8","427.6"
"timbé do sul","SC","6","425.58000000000004"
"telha","SE","2","424.8"
"santa brígida","BA","5","424.5"
"cerro grande","RS","8","423.2"
"gramado xavier","RS","8","423.19999999999993"
"dona emma","SC","14","422.94000000000005"
"são thomé das letras","MG","16","422.40000000000003"
"visconde de maua","RJ","9","421.77"
"pinhão","SE","1","420"
"agua nova","RN","10","420"
"paial","SC","3","419.97"
"juripiranga","PB","6","419.94"
"poço redondo","SE","2","419.8"
"morro do pilar","MG","6","419.4"
"imbé de minas","MG","4","418"
"ouro verde de goias","GO","5","414.5"
"cascalho rico","MG","6","414"
"riachão das neves","BA","4","413.78000000000003"
"são sebastião do maranhão","MG","6","413.58"
"nova luzitania","SP","18","412.20000000000005"
"bertolínia","PI","1","411"
"jucuruçu","BA","2","409.98"
"mondaí","SC","3","409"
"maranhaozinho","MA","10","409"
"santa cruz da conceição","SP","4","408.9"
"jequitaí","MG","4","408.36"
"barra do jacare","PR","7","405.29999999999995"
"centenario","TO","3","404.97"
"aporé","GO","3","403.91999999999996"
"nova brasilandia doeste","RO","2","402.79999999999995"
"orós","CE","8","402.6"
"são vicente ferrer","PE","4","399.96000000000004"
"banzaê","BA","4","399.96"
"tamoios (cabo frio)","RJ","1","399.9"
"olhos-d agua","MG","4","399.6"
"nova ubiratã","MT","4","399.6"
"pureza","RJ","8","399.2"
"caparao","MG","8","399.19999999999993"
"embaúba","SP","1","399"
"sobralia","MG","16","398.4"
"lagoa de velhos","RN","2","398"
"machadinho doeste","RO","3","396.98"
"varzea","PB","4","395.96"
"general maynard","SE","2","395"
"flôr da serra do sul","PR","4","394.2"
"itaoca","SP","7","390.6"
"amanari","CE","1","390"
"lajeado grande","SC","3","390"
"são luiz do norte","GO","3","389.97"
"carnaúba dos dantas","RN","3","389.97"
"sao jose do inhacora","RS","5","389.95"
"santo antônio do aventureiro","MG","5","389.95"
"couto de magalhães","TO","4","389.78"
"itatiaiuçu","MG","6","389.70000000000005"
"flores","CE","3","389.70000000000005"
"planaltina de goias","GO","6","389.20000000000005"
"sulina","PR","13","388.70000000000005"
"bom jardim","MA","15","388.5"
"corrego fundo","MG","3","387"
"boa esperança","PR","3","387"
"carmolandia","TO","3","387"
"engenheiro beltrão","PR","10","384"
"machadinho","RS","8","384"
"itagibá","BA","6","380.6700000000001"
"barão de cotegipe","RS","6","380.66999999999996"
"irapé","SP","2","379.98"
"joaíma","MG","10","379"
"joao dourado","BA","19","378.1"
"minduri","MG","19","378.1"
"curvelândia","MT","4","378"
"jaraguari","MS","10","375"
"brejões","BA","3","374.70000000000005"
"cássia dos coqueiros","SP","5","374.5"
"pedro velho","RN","6","371.94"
"ibirapuã","BA","3","368.96999999999997"
"crominia","GO","8","367.2"
"joselandia","MA","5","366.75"
"são francisco","SP","6","362.61"
"buritirana","MA","4","360"
"lajeado","TO","3","360"
"manaíra","PB","4","360"
"alvorada do oeste","RO","2","359.98"
"nova araçá","RS","3","359.96999999999997"
"cajapio","MA","4","359.96"
"ponte alta do norte","SC","9","359.91"
"campinaçu","GO","2","359.8"
"estiva","MG","33","359.7000000000001"
"presidente médici","RO","6","359.6700000000001"
"penedo","RJ","4","359.6"
"vargem grande do soturno","ES","4","359.6"
"brasilândia","MS","6","359.4"
"antunes","MG","3","359.4"
"alegria","RS","9","359.1"
"girau do ponciano","AL","9","359.09999999999997"
"aparecida d'oeste","SP","18","358.20000000000005"
"nova redencao","BA","18","358.19999999999993"
"mato leitão","RS","6","358"
"senador modestino gonçalves","MG","6","357.96"
"santa rita d oeste","SP","6","357.14"
"morpará","BA","2","357.12"
"caldeirão grande","BA","3","354.8"
"cairu","BA","6","353.94"
"tamboril","CE","3","352.9"
"sao geraldo do baguari","MG","3","351.9"
"são josé da vitória","BA","4","351.3"
"ravena","MG","5","349.95"
"itanhangá","MT","5","349.94999999999993"
"mossamedes","GO","7","349.93"
"bequimão","MA","1","349.9"
"nortelândia","MT","2","349.8"
"são luís do curu","CE","4","347.8"
"duere","TO","3","347.70000000000005"
"dores de guanhães","MG","6","347.4"
"governador eugênio barros","MA","1","346.32"
"várzea nova","BA","4","344"
"pongaí","SP","5","343.79999999999995"
"conceição","PB","6","343.46999999999997"
"serra bonita","MG","2","339.98"
"janduís","RN","4","339.96"
"pacujá","CE","3","339.95000000000005"
"miraguaí","RS","2","339.94"
"apuiarés","CE","2","339.89"
"ipuiúna","MG","2","339.8"
"são joão batista","MA","3","339"
"mariápolis","SP","6","335.70000000000005"
"jacarau","PB","7","334.67"
"itaguacu","GO","8","331.56"
"tres forquilhas","RS","4","331.2"
"balsa nova","PR","17","330.65"
"belém","PB","1","330"
"gongogi","BA","11","329.89000000000004"
"chã grande","PE","2","329.78"
"jandaira","RN","3","329.70000000000005"
"ataléia","MG","4","329.6"
"morro agudo de goias","GO","10","329"
"mauriti","CE","22","327.79999999999995"
"cândido rodrigues","SP","16","327.16"
"pedrao","BA","1","325"
"cacimbinhas","AL","10","325"
"leoberto leal","SC","13","324.87000000000006"
"colônia vitória","PR","7","323.9"
"capitão","RS","6","323.4"
"são francisco da praia","SP","4","322.6"
"glória de dourados","MS","14","320.6"
"são joão do paraíso","MA","4","320.16"
"josé da penha","RN","2","319.98"
"barao do triunfo","RS","4","319.96"
"triunfo","PB","2","319.8"
"santa fé de minas","MG","2","319.8"
"mimoso de goiás","GO","2","319.8"
"paraíso","SC","4","319.6"
"dezesseis de novembro","RS","4","319.6"
"campo azul","MG","4","319.6"
"rio dos indios","RS","4","319.6"
"guairaçá","PR","10","319"
"jesúpolis","GO","4","318.66"
"santo antônio dos campos","MG","2","318"
"itá","SC","3","317.89"
"banabuiú","CE","4","316"
"tunápolis","SC","1","315.39"
"colméia","TO","6","315"
"ribeira do amparo","BA","7","315"
"monte gordo (camacari) - distrito","BA","2","314.9"
"são domingos das dores","MG","6","314.70000000000005"
"guamaré","RN","4","313.6"
"conceição das pedras","MG","5","313.59000000000003"
"barao de juparana","RJ","11","313.39000000000004"
"santo hipolito","MG","3","313.20000000000005"
"santo hipólito","MG","3","313.20000000000005"
"olho dágua das cunhãs","MA","2","312.99"
"lagoão","RS","2","312.9"
"campo grande do piauí","PI","2","311.98"
"barra de são miguel","AL","4","311.96000000000004"
"figueirópolis d'oeste","MT","8","311.92"
"itabatan (mucuri)","BA","4","309.96000000000004"
"ceara mirim","RN","2","305.46000000000004"
"sao lourenco do piaui","PI","2","304.98"
"água fria de goiás","GO","2","304"
"corumbatai do sul","PR","11","302.39"
"jandaia","GO","26","301.5999999999999"
"candói","PR","14","301"
"dom basílio","BA","12","300.84000000000003"
"guatapará","SP","4","300"
"pedra lavrada","PB","6","300"
"jatobá","MA","2","299.98"
"tecainda","SP","2","299.98"
"santa clara d oeste","SP","3","299.96999999999997"
"sitio novo","MA","12","299.88"
"alegrete do piauí","PI","2","299.8"
"ivora","RS","2","299.8"
"perpétuo socorro","MG","4","299.78000000000003"
"são pedro do butiá","RS","3","299.70000000000005"
"lagoa dos tres cantos","RS","4","299.6"
"messias targino","RN","5","299.5"
"zortéa","SC","6","299.40000000000003"
"agrolândia","SC","6","299.4"
"marques de souza","RS","10","299"
"delfim moreira","MG","12","298.79999999999995"
"brasiléia","AC","15","298.5"
"conceição do almeida","BA","3","297"
"barra do rio azul","RS","3","297"
"itaicaba","CE","9","296.91"
"santo antônio do palma","RS","8","295.56"
"jaguaribara","CE","3","294"
"iomere","SC","6","294"
"bela vista do maranhao","MA","6","294"
"mansidao","BA","6","294"
"sítio do quinto","BA","6","293.67"
"novo são joaquim","MT","3","292.6"
"caiuá","SP","4","292"
"ritápolis","MG","8","291.38"
"águas frias","SC","1","290"
"caém","BA","5","289.5"
"dores de guanhaes","MG","5","289.5"
"são josé do campestre","RN","1","289"
"são brás do suaçuí","MG","6","287.97"
"malhador","SE","12","287.88000000000005"
"benedito leite","MA","3","287.70000000000005"
"ourem","PA","9","287.1"
"lucianópolis","SP","8","285.8"
"são benedito do rio preto","MA","3","285"
"alto paraiso","PR","5","284.95"
"gavião peixoto","SP","6","284.67"
"florania","RN","8","284"
"vila lângaro","RS","6","281.28"
"taquaruçu do sul","RS","4","280"
"varzedo","BA","7","279.29999999999995"
"fragosos","SC","4","278.89"
"angustura","MG","2","278"
"taperuaba","CE","5","277.45"
"parisi","SP","8","275.92"
"humberto de campos","MA","6","275.4"
"flores de goias","GO","11","274.89"
"turvelandia","GO","10","273"
"barra do tarrachil","BA","3","272.9"
"chapadão do lageado","SC","3","272.70000000000005"
"crucilandia","MG","16","272"
"paranapoema","PR","3","269.96999999999997"
"pedra branca","PB","6","269.94"
"igrapiuna","BA","9","269.91"
"itambaracá","PR","3","269.8"
"bonfim","RR","3","269.70000000000005"
"cajuri","MG","5","269.5"
"santana do itararé","PR","5","269.5"
"uruana de minas","MG","15","268.5"
"monte alverne","RS","1","268"
"sao francisco","PB","3","267"
"aquidabã","SE","3","267"
"urutaí","GO","6","266.96"
"são vicente","RN","2","264.89"
"santo antonio do taua","PA","8","263.2"
"nova independencia","SP","11","262.9"
"xexeu","PE","3","262.5"
"carmópolis","SE","6","261.93"
"vargem alegre","RJ","9","260.1"
"capão do cipó","RS","5","260"
"ingá","PB","2","260"
"cruzeiro do iguaçu","PR","2","259.98"
"amaporã","PR","6","259.8"
"riacho de santo antonio","PB","2","259.8"
"teodoro sampaio","BA","4","259.6"
"altamira do paraná","PR","2","259.1"
"jussiape","BA","7","259"
"rio do antônio","BA","3","259"
"sao mamede","PB","3","258"
"traipu","AL","6","257.94"
"santa cruz do prata","MG","4","257.8"
"santo antônio do caiuá","PR","2","256.3"
"cabaceiras do paraguacu","BA","8","255.20000000000002"
"nova esperança do sudoeste","PR","3","254.96999999999997"
"corrego danta","MG","20","254"
"cabeceiras","GO","17","253.30000000000004"
"turmalina","SP","9","252"
"sao felix","BA","9","251.10000000000002"
"presidente juscelino","MA","1","249.99"
"inhaúma","MG","4","249.95999999999998"
"cortês","PE","2","249.89000000000001"
"itaguaçu da bahia","BA","1","249.7"
"sao jorge doeste","PR","4","249.60000000000002"
"patis","MG","5","249.5"
"planaltina do parana","PR","23","247.25"
"maquiné","RS","2","245.98"
"são nicolau","RS","2","245.98"
"candangolandia","DF","3","244.69"
"santa lucia","PR","5","244.5"
"santa lúcia","PR","5","244.5"
"taiaçu","SP","4","242"
"vale do sol","RS","11","241.89"
"oriximina","PA","2","241.8"
"são josé do turvo","RJ","3","240.70000000000002"
"osvaldo kroeff","RS","1","239.99"
"terezinha","PE","6","239.94000000000003"
"porto grande","AP","8","239.92"
"riachuelo","SE","6","239.82"
"vila nelita","ES","6","239.8"
"ipiranga de goiás","GO","2","239.8"
"santa luzia do paruá","MA","3","239.70000000000002"
"sarutaiá","SP","4","239.6"
"sao domingos","MG","4","239.6"
"óleo","SP","4","239.6"
"segredo","RS","16","239.51999999999998"
"itaju do colonia","BA","6","239.39999999999998"
"ribeirão cascalheira","MT","8","239.2"
"presidente castello branco","SC","12","238.80000000000004"
"saúde","BA","4","238.8"
"andre da rocha","RS","2","238"
"sede alvorada","PR","2","238"
"campo alegre de minas","MG","2","238"
"andré da rocha","RS","2","238"
"araguana","MA","2","238"
"trombas","GO","14","237.57999999999998"
"rincão","SP","3","237"
"santa rita da floresta","RJ","3","237"
"são francisco de paula","MG","6","236.67000000000002"
"vitoria das missoes","RS","14","236.60000000000002"
"araçoiaba","PE","6","236.01000000000002"
"croatá","CE","4","235.96"
"venda branca","SP","2","234.6"
"são pedro do iguaçu","PR","2","234.6"
"chaveslandia","MG","2","233.79000000000002"
"medicilandia","PA","26","233.74000000000007"
"sapucaia","MG","3","233.70000000000002"
"porteiras","CE","14","231.70000000000007"
"suzanápolis","SP","3","230.70000000000002"
"aparecida do rio negro","TO","2","230"
"francisco santos","PI","11","229.90000000000003"
"sao domingos","PE","2","229.88"
"ciríaco","RS","1","229"
"santo antonio das queimadas","PE","4","228.98"
"são joão de pirabas","PA","2","228.89"
"são domingos do araguaia","PA","1","227"
"aragoiânia","GO","2","225.8"
"são sebastião da amoreira","PR","5","225"
"jericó","PB","3","225"
"porto acre","AC","3","224.70000000000002"
"novo horizonte","SC","3","224.70000000000002"
"alto alegre do iguacu","PR","9","224.10000000000002"
"cotiporã","RS","2","224"
"laranjal","PR","8","223.92000000000002"
"novo planalto","GO","8","223.92"
"jaguaracu","MG","4","223.6"
"barão","RS","7","223.3"
"adrianópolis","PR","3","221.70000000000002"
"presidente lucena","RS","13","220.86999999999995"
"liberato salzano","RS","17","220.83000000000004"
"união do sul","MT","1","220.7"
"caldeirao grande do piaui","PI","2","220"
"pareci novo","RS","10","220"
"mutunopolis","GO","9","219.69"
"tupãssi","PR","11","218.89999999999998"
"jenipapo de minas","MG","29","216.92000000000007"
"piripá","BA","6","215.97000000000003"
"sento sé","BA","4","215.96"
"sao joao do sabugi","RN","8","215.2"
"agisse","SP","5","215"
"água comprida","MG","4","213.8"
"presidente médici","MA","2","210"
"paraíso das águas","MS","6","209.94"
"ministro andreazza","RO","3","209.70000000000002"
"nova pádua","RS","3","209.70000000000002"
"vila reis","PR","3","209.70000000000002"
"ibitiuva","SP","14","208.60000000000002"
"estrela velha","RS","14","208.60000000000002"
"milhã","CE","3","207.9"
"lindóia do sul","SC","2","207.8"
"anhandui","MS","3","207"
"pirai do norte","BA","7","206.43"
"são vicente ferrer","MA","1","205.9"
"arvoredo","SC","6","205.8"
"pocoes de paineiras","MG","4","205.78000000000003"
"fernao","SP","7","203"
"cezarina","GO","15","202.34999999999997"
"guabiju","RS","6","201.6"
"guia de pacobaiba","RJ","4","200.9"
"pium","TO","10","200"
"bom jardim de goias","GO","20","200"
"rubinéia","SP","2","200"
"padre gonzales","RS","4","200"
"frei rogério","SC","2","199.8"
"simplicio mendes","PI","12","199.19999999999996"
"andrequice","MG","1","199"
"curral de cima","PB","1","199"
"tunas do paraná","PR","2","198.9"
"bertópolis","MG","3","197.70000000000002"
"quinta","RS","3","197.70000000000002"
"capitão enéas","MG","6","196.79999999999998"
"reserva do iguacu","PR","14","196"
"tamandaré","PE","4","196"
"nova bréscia","RS","4","195.6"
"pau d'arco","PA","4","195.6"
"icaraíma","PR","7","195.29999999999998"
"santo antônio do leverger","MT","2","194"
"são joão do ivaí","PR","2","193.9"
"ingaí","MG","2","192"
"sao bento abade","MG","12","192"
"são bernardino","SC","1","189.9"
"bh","MG","2","188.8"
"vila sao francisco","AL","2","185.8"
"antônio martins","RN","4","180"
"senador la roque","MA","2","180"
"demerval lobao","PI","12","180"
"pavão","MG","3","180"
"palmópolis","MG","2","179.98"
"jandaíra","BA","3","179.97"
"angical do piaui","PI","6","179.94"
"missao velha","CE","12","179.88000000000002"
"são jorge do patrocínio","PR","4","179.8"
"braúnas","MG","2","179.8"
"salmourão","SP","6","179.64"
"engenheiro balduíno","SP","2","179.6"
